"order_id";"customer_id";"product_id";"quantity";"unit_price";"order_date";"delivery_status";"payment_method";"region";"discount_applied";"sale_gross_price";"sale_net_price";"total_discount"
"O535844";"C00181";"P0021";2;10.47;"2025-07-06";"Cancelled";"PayPal";"South";0.0;20.94;20.94;0.0
"O536236";"C00192";"P0019";3;32.04;"2025-07-06";"Delivered";"PayPal";"Central";0.0;96.12;96.12;0.0
"O536999";"C00313";"P0029";2;26.65;"2025-07-06";"Delivered";"PayPal";"West";0.2;53.3;42.64;10.66
"O537059";"C00079";"P0015";3;44.87;"2025-07-06";"Delivered";"Credit Card";"South";0.1;134.61;121.149;13.461
"O538559";"C00069";"P0006";2;43.09;"2025-07-06";"Delayed";"PayPal";"North";0.2;86.18;68.944;17.236
"O539236";"C00093";"P0019";2;29.27;"2025-07-06";"Cancelled";"Credit Card";"West";0.05;58.54;55.613;2.927
"O539256";"C00306";"P0010";4;30.81;"2025-07-06";"Cancelled";"Credit Card";"North";0.1;123.24;110.916;12.324
"O539282";"C00329";"P0003";1;12.3;"2025-07-06";"Delayed";"Credit Card";"South";0.15;12.3;10.455;1.845
"O539499";"C00346";"P0017";2;13.01;"2025-07-06";"Delivered";"Credit Card";"Central";0.0;26.02;26.02;0.0
"O539949";"C00343";"P0028";5;13.47;"2025-07-06";"Delayed";"Bank Transfer";"North";0.15;67.35;57.2475;10.1025
"O540223";"C00411";"P0020";2;32.6;"2025-07-06";"Delayed";"Bank Transfer";"East";0.2;65.2;52.16;13.04
"O540606";"C00171";"P0017";1;9.12;"2025-07-06";"Cancelled";"Bank Transfer";"North";0.1;9.12;8.208;0.912
"O540635";"C00377";"P0028";1;48.14;"2025-07-06";"Delivered";"Credit Card";"East";0.0;48.14;48.14;0.0
"O541621";"C00005";"P0003";2;19.76;"2025-07-06";"Delayed";"Credit Card";"North";0.0;39.52;39.52;0.0
"O542189";"C00254";"P0019";2;11.68;"2025-07-06";"Delayed";"Credit Card";"Central";0.15;23.36;19.856;3.504
"O542427";"C00084";"P0009";4;36.39;"2025-07-06";"Delayed";"Credit Card";"South";0.0;145.56;145.56;0.0
"O543791";"C00312";"P0013";4;25.04;"2025-07-06";"Delivered";"Credit Card";"Central";0.05;100.16;95.152;5.008
"O544107";"C00365";"P0023";4;47.14;"2025-07-06";"Cancelled";"Credit Card";"South";0.2;188.56;150.848;37.712
"O544183";"C00145";"P0023";2;32.34;"2025-07-06";"Delivered";"Credit Card";"West";0.15;64.68;54.978;9.702
"O544736";"C00369";"P0013";5;21.96;"2025-07-06";"Delivered";"Credit Card";"Central";0.2;109.8;87.84;21.96
"O544747";"C00381";"P0029";5;24.19;"2025-07-06";"Delivered";"Credit Card";"East";0.05;120.95;114.9025;6.0475
"O544778";"C00498";"P0001";2;45.51;"2025-07-06";"Cancelled";"Bank Transfer";"West";0.0;91.02;91.02;0.0
"O544861";"C00495";"P0011";2;40.78;"2025-07-06";"Delayed";"Credit Card";"North";0.1;81.56;73.404;8.156
"O544940";"C00223";"P0017";4;32.38;"2025-07-06";"Delayed";"Bank Transfer";"North";0.2;129.52;103.616;25.904
"O545074";"C00120";"P0009";4;37.67;"2025-07-06";"Delivered";"Credit Card";"Central";0.0;150.68;150.68;0.0
"O545175";"C00386";"P0010";1;16.61;"2025-07-06";"Delivered";"Credit Card";"South";0.15;16.61;14.1185;2.4915
"O545533";"C00184";"P0006";2;25.85;"2025-07-06";"Delayed";"Credit Card";"South";0.0;51.7;51.7;0.0
"O545752";"C00020";"P0022";2;19.1;"2025-07-06";"Delivered";"Credit Card";"East";0.0;38.2;38.2;0.0
"O545819";"C00493";"P0028";2;24.77;"2025-07-06";"Delayed";"PayPal";"West";0.2;49.54;39.632;9.908
"O546756";"C00463";"P0018";4;22.11;"2025-07-06";"Delayed";"Credit Card";"East";0.15;88.44;75.174;13.266
"O546861";"C00112";"P0024";2;21.18;"2025-07-06";"Cancelled";"Credit Card";"North";0.0;42.36;42.36;0.0
"O547053";"C00315";"P0021";1;11.8;"2025-07-06";"Cancelled";"Credit Card";"Central";0.05;11.8;11.21;0.59
"O547066";"C00048";"P0016";2;21.72;"2025-07-06";"Delivered";"PayPal";"North";0.0;43.44;43.44;0.0
"O547134";"C00003";"P0011";5;33.74;"2025-07-06";"Delivered";"PayPal";"South";0.2;168.7;134.96;33.74
"O547247";"C00145";"P0005";2;37.61;"2025-07-06";"Delayed";"PayPal";"East";0.05;75.22;71.459;3.761
"O547433";"C00385";"P0014";3;8.34;"2025-07-06";"Delayed";"Credit Card";"West";0.1;25.02;22.518;2.502
"O547571";"C00204";"P0009";4;9.04;"2025-07-06";"Delayed";"Credit Card";"North";0.15;36.16;30.736;5.424
"O547768";"C00256";"P0005";5;30.65;"2025-07-06";"Cancelled";"Credit Card";"North";0.15;153.25;130.2625;22.9875
"O547787";"C00040";"P0015";5;39.9;"2025-07-06";"Cancelled";"PayPal";"South";0.05;199.5;189.525;9.975
"O547811";"C00367";"P0026";3;42.95;"2025-07-06";"Delayed";"Credit Card";"Central";0.1;128.85;115.965;12.885
"O548487";"C00117";"P0024";2;31.18;"2025-07-06";"Delivered";"PayPal";"Central";0.2;62.36;49.888;12.472
"O548763";"C00422";"P0014";3;35.46;"2025-07-06";"Cancelled";"Credit Card";"North";0.2;106.38;85.104;21.276
"O549087";"C00004";"P0030";5;20.29;"2025-07-06";"Delayed";"Credit Card";"South";0.1;101.45;91.305;10.145
"O549392";"C00055";"P0028";5;39.95;"2025-07-06";"Delivered";"PayPal";"South";0.1;199.75;179.775;19.975
"O549755";"C00466";"P0020";2;29.18;"2025-07-06";"Delivered";"Bank Transfer";"East";0.1;58.36;52.524;5.836
"O549871";"C00240";"P0007";5;49.62;"2025-07-06";"Delayed";"Credit Card";"West";0.0;248.1;248.1;0.0
"O550174";"C00442";"P0007";3;20.26;"2025-07-06";"Delivered";"Credit Card";"North";0.2;60.78;48.624;12.156
"O550663";"C00095";"P0028";2;44.9;"2025-07-06";"Delivered";"PayPal";"East";0.05;89.8;85.31;4.49
"O550724";"C00110";"P0007";5;40.42;"2025-07-06";"Delayed";"PayPal";"South";0.0;202.1;202.1;0.0
"O550873";"C00045";"P0012";2;9.64;"2025-07-06";"Delivered";"Credit Card";"North";0.1;19.28;17.352;1.928
"O552024";"C00409";"P0023";3;34.12;"2025-07-06";"Delayed";"PayPal";"North";0.15;102.36;87.006;15.354
"O552071";"C00264";"P0016";4;49.04;"2025-07-06";"Delayed";"Bank Transfer";"West";0.05;196.16;186.352;9.808
"O552279";"C00359";"P0014";4;31.96;"2025-07-06";"Cancelled";"PayPal";"North";0.15;127.84;108.664;19.176
"O552647";"C00355";"P0018";3;43.68;"2025-07-06";"Delivered";"Credit Card";"West";0.15;131.04;111.384;19.656
"O553029";"C00487";"P0010";1;48.65;"2025-07-06";"Delayed";"PayPal";"North";0.05;48.65;46.2175;2.4325
"O553132";"C00070";"P0007";1;18.19;"2025-07-06";"Cancelled";"Credit Card";"West";0.15;18.19;15.4615;2.7285
"O553182";"C00431";"P0010";2;45.29;"2025-07-06";"Delayed";"Bank Transfer";"South";0.2;90.58;72.464;18.116
"O553468";"C00096";"P0025";1;28.89;"2025-07-06";"Delivered";"PayPal";"North";0.0;28.89;28.89;0.0
"O553559";"C00014";"P0020";2;13.78;"2025-07-06";"Cancelled";"Credit Card";"Central";0.1;27.56;24.804;2.756
"O553829";"C00295";"P0029";4;41.74;"2025-07-06";"Delivered";"Bank Transfer";"East";0.1;166.96;150.264;16.696
"O553952";"C00338";"P0030";1;18.7;"2025-07-06";"Delivered";"Credit Card";"Central";0.0;18.7;18.7;0.0
"O554226";"C00362";"P0027";4;35.72;"2025-07-06";"Delayed";"Bank Transfer";"West";0.0;142.88;142.88;0.0
"O554340";"C00490";"P0003";1;46.53;"2025-07-06";"Delivered";"Credit Card";"North";0.2;46.53;37.224;9.306
"O554458";"C00350";"P0001";5;21.62;"2025-07-06";"Delivered";"Credit Card";"West";0.2;108.1;86.48;21.62
"O554623";"C00211";"P0002";2;45.67;"2025-07-06";"Delayed";"Credit Card";"West";0.15;91.34;77.639;13.701
"O555342";"C00057";"P0011";2;17.08;"2025-07-06";"Cancelled";"Credit Card";"Central";0.05;34.16;32.452;1.708
"O556620";"C00380";"P0017";3;23.58;"2025-07-06";"Delivered";"Credit Card";"East";0.05;70.74;67.203;3.537
"O556857";"C00086";"P0029";5;33.99;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.1;169.95;152.955;16.995
"O556929";"C00243";"P0014";4;39.59;"2025-07-06";"Delayed";"Credit Card";"East";0.05;158.36;150.442;7.918
"O556948";"C00289";"P0010";3;17.72;"2025-07-06";"Delayed";"Credit Card";"West";0.1;53.16;47.844;5.316
"O557323";"C00344";"P0009";5;30.05;"2025-07-06";"Delivered";"Credit Card";"North";0.2;150.25;120.2;30.05
"O557342";"C00109";"P0020";1;43.88;"2025-07-06";"Delayed";"Bank Transfer";"Central";0.1;43.88;39.492;4.388
"O557416";"C00455";"P0009";1;28.14;"2025-07-06";"Cancelled";"Credit Card";"North";0.15;28.14;23.919;4.221
"O557438";"C00500";"P0010";2;36.81;"2025-07-06";"Delayed";"Credit Card";"West";0.0;73.62;73.62;0.0
"O557455";"C00316";"P0015";2;14.35;"2025-07-06";"Delivered";"Credit Card";"Central";0.0;28.7;28.7;0.0
"O558160";"C00436";"P0011";3;49.68;"2025-07-06";"Delivered";"Credit Card";"West";0.0;149.04;149.04;0.0
"O559255";"C00033";"P0027";4;42.76;"2025-07-06";"Cancelled";"Bank Transfer";"South";0.1;171.04;153.936;17.104
"O560431";"C00408";"P0014";4;34.63;"2025-07-06";"Delayed";"Bank Transfer";"South";0.0;138.52;138.52;0.0
"O560618";"C00168";"P0026";4;9.28;"2025-07-06";"Delayed";"Credit Card";"North";0.15;37.12;31.552;5.568
"O560695";"C00482";"P0027";2;40.55;"2025-07-06";"Delivered";"Bank Transfer";"North";0.1;81.1;72.99;8.11
"O561250";"C00092";"P0014";3;44.6;"2025-07-06";"Delivered";"PayPal";"Central";0.2;133.8;107.04;26.76
"O561777";"C00410";"P0003";4;26.58;"2025-07-06";"Cancelled";"Bank Transfer";"Central";0.2;106.32;85.056;21.264
"O562529";"C00014";"P0021";1;24.58;"2025-07-06";"Cancelled";"Credit Card";"Central";0.1;24.58;22.122;2.458
"O562766";"C00351";"P0014";2;36.74;"2025-07-06";"Delivered";"Credit Card";"Central";0.15;73.48;62.458;11.022
"O562891";"C00380";"P0015";4;47.98;"2025-07-06";"Cancelled";"PayPal";"West";0.0;191.92;191.92;0.0
"O563080";"C00237";"P0013";2;26.71;"2025-07-06";"Cancelled";"Bank Transfer";"West";0.15;53.42;45.407;8.013
"O563413";"C00240";"P0009";4;33.18;"2025-07-06";"Delivered";"Credit Card";"Central";0.1;132.72;119.448;13.272
"O564059";"C00073";"P0014";1;10.22;"2025-07-06";"Delivered";"Credit Card";"Central";0.0;10.22;10.22;0.0
"O564953";"C00190";"P0026";4;25.86;"2025-07-06";"Delivered";"Bank Transfer";"West";0.0;103.44;103.44;0.0
"O565018";"C00005";"P0027";4;9.84;"2025-07-06";"Cancelled";"Bank Transfer";"West";0.0;39.36;39.36;0.0
"O565158";"C00273";"P0025";3;33.74;"2025-07-06";"Cancelled";"Credit Card";"North";0.2;101.22;80.976;20.244
"O565819";"C00023";"P0005";5;42.62;"2025-07-06";"Delayed";"Credit Card";"Central";0.0;213.1;213.1;0.0
"O566226";"C00141";"P0025";1;14.46;"2025-07-06";"Delayed";"Bank Transfer";"West";0.1;14.46;13.014;1.446
"O566495";"C00500";"P0013";1;41.14;"2025-07-06";"Delivered";"PayPal";"Central";0.0;41.14;41.14;0.0
"O566835";"C00194";"P0029";5;21.91;"2025-07-06";"Delivered";"Credit Card";"East";0.1;109.55;98.595;10.955
"O566852";"C00279";"P0004";1;20.03;"2025-07-06";"Delayed";"PayPal";"West";0.15;20.03;17.0255;3.0045
"O567475";"C00332";"P0017";3;23.08;"2025-07-06";"Delayed";"Credit Card";"East";0.05;69.24;65.778;3.462
"O567654";"C00301";"P0029";5;28.53;"2025-07-06";"Delivered";"Credit Card";"East";0.0;142.65;142.65;0.0
"O567738";"C00377";"P0009";2;17.45;"2025-07-06";"Delayed";"PayPal";"South";0.05;34.9;33.155;1.745
"O567994";"C00425";"P0016";4;30.57;"2025-07-06";"Delivered";"Bank Transfer";"North";0.0;122.28;122.28;0.0
"O568525";"C00217";"P0024";2;14.45;"2025-07-06";"Delayed";"Bank Transfer";"West";0.05;28.9;27.455;1.445
"O568667";"C00469";"P0002";1;22.79;"2025-07-06";"Delivered";"Bank Transfer";"East";0.0;22.79;22.79;0.0
"O568746";"C00209";"P0004";5;23.66;"2025-07-06";"Delayed";"Credit Card";"Central";0.2;118.3;94.64;23.66
"O569186";"C00344";"P0016";5;25.96;"2025-07-06";"Delayed";"Bank Transfer";"South";0.2;129.8;103.84;25.96
"O569251";"C00301";"P0010";5;15.85;"2025-07-06";"Cancelled";"Bank Transfer";"Central";0.05;79.25;75.2875;3.9625
"O569619";"C00301";"P0009";2;37.48;"2025-07-06";"Delivered";"Bank Transfer";"North";0.0;74.96;74.96;0.0
"O569766";"C00479";"P0009";5;40.71;"2025-07-06";"Delayed";"Credit Card";"Central";0.1;203.55;183.195;20.355
"O570212";"C00369";"P0020";3;23.35;"2025-07-06";"Delivered";"Credit Card";"East";0.05;70.05;66.5475;3.5025
"O570241";"C00395";"P0002";5;43.95;"2025-07-06";"Delayed";"Bank Transfer";"East";0.15;219.75;186.7875;32.9625
"O570608";"C00106";"P0017";3;15.93;"2025-07-06";"Delivered";"Bank Transfer";"East";0.0;47.79;47.79;0.0
"O570639";"C00177";"P0019";3;12.41;"2025-07-06";"Cancelled";"Bank Transfer";"South";0.2;37.23;29.784;7.446
"O570770";"C00166";"P0011";4;8.26;"2025-07-06";"Delivered";"Bank Transfer";"South";0.0;33.04;33.04;0.0
"O570855";"C00245";"P0008";2;15.18;"2025-07-06";"Cancelled";"Credit Card";"West";0.2;30.36;24.288;6.072
"O571034";"C00447";"P0027";5;12.05;"2025-07-06";"Delivered";"Credit Card";"South";0.0;60.25;60.25;0.0
"O571214";"C00050";"P0012";3;14.5;"2025-07-06";"Cancelled";"Credit Card";"Central";0.1;43.5;39.15;4.35
"O572079";"C00092";"P0003";5;32.09;"2025-07-06";"Delivered";"PayPal";"South";0.15;160.45;136.3825;24.0675
"O572101";"C00202";"P0018";4;38.09;"2025-07-06";"Cancelled";"Credit Card";"West";0.05;152.36;144.742;7.618
"O572329";"C00331";"P0025";4;14.73;"2025-07-06";"Cancelled";"PayPal";"Central";0.05;58.92;55.974;2.946
"O572526";"C00113";"P0013";5;22.91;"2025-07-06";"Delayed";"Credit Card";"East";0.2;114.55;91.64;22.91
"O572561";"C00370";"P0029";3;19.58;"2025-07-06";"Delayed";"PayPal";"West";0.1;58.74;52.866;5.874
"O572584";"C00396";"P0013";2;27.36;"2025-07-06";"Delivered";"Credit Card";"East";0.15;54.72;46.512;8.208
"O572655";"C00328";"P0010";5;25.51;"2025-07-06";"Delivered";"Credit Card";"Central";0.2;127.55;102.04;25.51
"O573122";"C00405";"P0030";4;17.13;"2025-07-06";"Cancelled";"Credit Card";"West";0.05;68.52;65.094;3.426
"O573600";"C00221";"P0007";2;42.91;"2025-07-06";"Delivered";"Bank Transfer";"North";0.05;85.82;81.529;4.291
"O573673";"C00260";"P0019";4;16.07;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.2;64.28;51.424;12.856
"O574734";"C00411";"P0005";4;39.78;"2025-07-06";"Delivered";"Credit Card";"East";0.15;159.12;135.252;23.868
"O575106";"C00398";"P0010";1;33.29;"2025-07-06";"Delivered";"Credit Card";"North";0.1;33.29;29.961;3.329
"O576803";"C00045";"P0023";2;29.77;"2025-07-06";"Delivered";"PayPal";"Central";0.0;59.54;59.54;0.0
"O576892";"C00077";"P0011";4;22.94;"2025-07-06";"Delayed";"Credit Card";"Central";0.15;91.76;77.996;13.764
"O577109";"C00416";"P0005";4;49.91;"2025-07-06";"Delivered";"Credit Card";"East";0.05;199.64;189.658;9.982
"O577631";"C00264";"P0015";5;21.28;"2025-07-06";"Cancelled";"Credit Card";"Central";0.2;106.4;85.12;21.28
"O577920";"C00480";"P0015";4;28.58;"2025-07-06";"Delayed";"PayPal";"East";0.0;114.32;114.32;0.0
"O578433";"C00010";"P0016";5;20.67;"2025-07-06";"Delayed";"Credit Card";"Central";0.15;103.35;87.8475;15.5025
"O578868";"C00244";"P0018";3;38.41;"2025-07-06";"Delivered";"Credit Card";"East";0.05;115.23;109.4685;5.7615
"O579838";"C00281";"P0022";5;17.39;"2025-07-06";"Delivered";"Credit Card";"West";0.0;86.95;86.95;0.0
"O579968";"C00016";"P0020";1;44.07;"2025-07-06";"Delayed";"Credit Card";"South";0.15;44.07;37.4595;6.6105
"O580435";"C00129";"P0005";1;13.09;"2025-07-06";"Delayed";"Credit Card";"East";0.1;13.09;11.781;1.309
"O580451";"C00331";"P0014";3;41.92;"2025-07-06";"Delayed";"Bank Transfer";"East";0.15;125.76;106.896;18.864
"O580600";"C00453";"P0028";3;36.07;"2025-07-06";"Delayed";"Credit Card";"North";0.1;108.21;97.389;10.821
"O580736";"C00362";"P0009";3;20.27;"2025-07-06";"Delivered";"Credit Card";"South";0.0;60.81;60.81;0.0
"O581212";"C00467";"P0020";3;26.37;"2025-07-06";"Delivered";"Bank Transfer";"South";0.0;79.11;79.11;0.0
"O581459";"C00322";"P0016";4;30.57;"2025-07-06";"Delivered";"Credit Card";"North";0.1;122.28;110.052;12.228
"O581700";"C00338";"P0012";1;16.86;"2025-07-06";"Delivered";"Bank Transfer";"West";0.05;16.86;16.017;0.843
"O581843";"C00338";"P0023";3;21.31;"2025-07-06";"Delayed";"Credit Card";"South";0.15;63.93;54.3405;9.5895
"O581851";"C00246";"P0027";1;45.44;"2025-07-06";"Delivered";"Credit Card";"East";0.1;45.44;40.896;4.544
"O581903";"C00494";"P0012";4;8.05;"2025-07-06";"Delayed";"Bank Transfer";"Central";0.0;32.2;32.2;0.0
"O582042";"C00046";"P0029";1;49.18;"2025-07-06";"Cancelled";"Bank Transfer";"East";0.1;49.18;44.262;4.918
"O582329";"C00489";"P0014";1;31.14;"2025-07-06";"Cancelled";"Bank Transfer";"South";0.15;31.14;26.469;4.671
"O582648";"C00294";"P0012";2;35.87;"2025-07-06";"Delivered";"Bank Transfer";"South";0.2;71.74;57.392;14.348
"O582747";"C00451";"P0006";2;10.96;"2025-07-06";"Delivered";"PayPal";"North";0.15;21.92;18.632;3.288
"O582958";"C00138";"P0011";4;44.11;"2025-07-06";"Delivered";"Bank Transfer";"East";0.05;176.44;167.618;8.822
"O583206";"C00103";"P0010";4;18.04;"2025-07-06";"Delivered";"PayPal";"East";0.05;72.16;68.552;3.608
"O583517";"C00213";"P0024";3;8.67;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.15;26.01;22.1085;3.9015
"O583529";"C00165";"P0026";2;9.75;"2025-07-06";"Delivered";"Credit Card";"North";0.1;19.5;17.55;1.95
"O583570";"C00366";"P0029";2;21.75;"2025-07-06";"Delivered";"PayPal";"East";0.2;43.5;34.8;8.7
"O583620";"C00187";"P0018";2;28.79;"2025-07-06";"Delayed";"Credit Card";"North";0.05;57.58;54.701;2.879
"O583659";"C00126";"P0005";1;48.54;"2025-07-06";"Delivered";"Bank Transfer";"East";0.0;48.54;48.54;0.0
"O584049";"C00087";"P0027";3;18.25;"2025-07-06";"Delivered";"Credit Card";"East";0.0;54.75;54.75;0.0
"O584546";"C00250";"P0030";3;34.37;"2025-07-06";"Delayed";"Credit Card";"Central";0.0;103.11;103.11;0.0
"O584638";"C00129";"P0024";3;47.31;"2025-07-06";"Delivered";"Bank Transfer";"West";0.15;141.93;120.6405;21.2895
"O584654";"C00155";"P0010";4;9.87;"2025-07-06";"Cancelled";"Credit Card";"Central";0.15;39.48;33.558;5.922
"O585040";"C00025";"P0023";4;46.64;"2025-07-06";"Cancelled";"Credit Card";"East";0.0;186.56;186.56;0.0
"O585403";"C00371";"P0020";2;25.25;"2025-07-06";"Delivered";"Bank Transfer";"West";0.1;50.5;45.45;5.05
"O586478";"C00334";"P0006";3;26.78;"2025-07-06";"Cancelled";"Credit Card";"South";0.15;80.34;68.289;12.051
"O587711";"C00493";"P0024";5;26.09;"2025-07-06";"Delivered";"PayPal";"Central";0.2;130.45;104.36;26.09
"O588020";"C00161";"P0013";5;8.84;"2025-07-06";"Cancelled";"Credit Card";"West";0.15;44.2;37.57;6.63
"O588103";"C00344";"P0020";4;12.04;"2025-07-06";"Delivered";"Credit Card";"East";0.15;48.16;40.936;7.224
"O588589";"C00313";"P0017";1;14.13;"2025-07-06";"Delivered";"Bank Transfer";"West";0.0;14.13;14.13;0.0
"O588715";"C00381";"P0013";2;42.55;"2025-07-06";"Cancelled";"Credit Card";"East";0.0;85.1;85.1;0.0
"O589213";"C00100";"P0024";4;41.25;"2025-07-06";"Cancelled";"PayPal";"East";0.1;165.0;148.5;16.5
"O589407";"C00134";"P0016";5;32.97;"2025-07-06";"Delivered";"PayPal";"South";0.2;164.85;131.88;32.97
"O590171";"C00203";"P0002";5;30.1;"2025-07-06";"Delayed";"Credit Card";"West";0.0;150.5;150.5;0.0
"O590450";"C00283";"P0024";2;45.91;"2025-07-06";"Delivered";"Credit Card";"West";0.1;91.82;82.638;9.182
"O590885";"C00408";"P0013";4;23.28;"2025-07-06";"Cancelled";"Credit Card";"East";0.1;93.12;83.808;9.312
"O590922";"C00163";"P0022";1;48.41;"2025-07-06";"Delayed";"Credit Card";"Central";0.0;48.41;48.41;0.0
"O591895";"C00433";"P0010";2;12.37;"2025-07-06";"Cancelled";"Credit Card";"Central";0.05;24.74;23.503;1.237
"O592365";"C00176";"P0028";1;38.55;"2025-07-06";"Delivered";"Credit Card";"North";0.0;38.55;38.55;0.0
"O593075";"C00112";"P0012";4;13.78;"2025-07-06";"Delivered";"PayPal";"West";0.0;55.12;55.12;0.0
"O593413";"C00035";"P0011";2;29.73;"2025-07-06";"Delivered";"Credit Card";"East";0.0;59.46;59.46;0.0
"O593460";"C00194";"P0030";2;8.42;"2025-07-06";"Delayed";"Bank Transfer";"Central";0.05;16.84;15.998;0.842
"O593849";"C00347";"P0017";3;44.39;"2025-07-06";"Delivered";"Bank Transfer";"South";0.1;133.17;119.853;13.317
"O594114";"C00371";"P0005";3;29.84;"2025-07-06";"Delayed";"Credit Card";"North";0.2;89.52;71.616;17.904
"O594638";"C00491";"P0013";5;42.67;"2025-07-06";"Delivered";"PayPal";"North";0.0;213.35;213.35;0.0
"O594825";"C00230";"P0010";4;12.3;"2025-07-06";"Delayed";"Credit Card";"North";0.1;49.2;44.28;4.92
"O594832";"C00425";"P0021";5;34.39;"2025-07-06";"Delivered";"Bank Transfer";"West";0.15;171.95;146.1575;25.7925
"O595069";"C00347";"P0003";2;15.38;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.15;30.76;26.146;4.614
"O595276";"C00404";"P0025";5;43.59;"2025-07-06";"Delayed";"Credit Card";"East";0.05;217.95;207.0525;10.8975
"O595368";"C00123";"P0022";2;43.88;"2025-07-06";"Delivered";"Credit Card";"North";0.1;87.76;78.984;8.776
"O596250";"C00202";"P0017";5;46.26;"2025-07-06";"Delivered";"Bank Transfer";"West";0.0;231.3;231.3;0.0
"O596801";"C00354";"P0003";4;19.3;"2025-07-06";"Delayed";"Credit Card";"West";0.0;77.2;77.2;0.0
"O596820";"C00203";"P0003";3;14.23;"2025-07-06";"Cancelled";"Credit Card";"Central";0.0;42.69;42.69;0.0
"O597049";"C00198";"P0010";2;14.16;"2025-07-06";"Delivered";"PayPal";"Central";0.1;28.32;25.488;2.832
"O598037";"C00486";"P0009";4;42.96;"2025-07-06";"Cancelled";"Bank Transfer";"West";0.1;171.84;154.656;17.184
"O598870";"C00067";"P0027";3;27.79;"2025-07-06";"Delayed";"Credit Card";"Central";0.15;83.37;70.8645;12.5055
"O599553";"C00422";"P0006";2;39.53;"2025-07-06";"Delivered";"Credit Card";"South";0.05;79.06;75.107;3.953
"O599773";"C00500";"P0016";4;10.51;"2025-07-06";"Delivered";"Credit Card";"West";0.2;42.04;33.632;8.408
"O600037";"C00086";"P0019";5;8.64;"2025-07-06";"Delayed";"Bank Transfer";"East";0.05;43.2;41.04;2.16
"O601040";"C00377";"P0018";2;32.87;"2025-07-06";"Cancelled";"Credit Card";"South";0.15;65.74;55.879;9.861
"O601053";"C00030";"P0020";2;10.53;"2025-07-06";"Delivered";"Credit Card";"South";0.2;21.06;16.848;4.212
"O601148";"C00350";"P0018";3;10.01;"2025-07-06";"Delivered";"PayPal";"West";0.1;30.03;27.027;3.003
"O601278";"C00113";"P0007";3;42.27;"2025-07-06";"Cancelled";"PayPal";"Central";0.15;126.81;107.7885;19.0215
"O601608";"C00008";"P0012";4;27.5;"2025-07-06";"Delivered";"PayPal";"East";0.2;110.0;88.0;22.0
"O601987";"C00489";"P0021";5;25.2;"2025-07-06";"Delivered";"Credit Card";"South";0.0;126.0;126.0;0.0
"O602302";"C00103";"P0020";1;44.03;"2025-07-06";"Delayed";"Credit Card";"Central";0.0;44.03;44.03;0.0
"O602340";"C00336";"P0023";3;39.58;"2025-07-06";"Delivered";"PayPal";"North";0.0;118.74;118.74;0.0
"O602463";"C00434";"P0021";2;40.72;"2025-07-06";"Delivered";"PayPal";"North";0.0;81.44;81.44;0.0
"O603203";"C00458";"P0016";3;25.19;"2025-07-06";"Delayed";"PayPal";"Central";0.0;75.57;75.57;0.0
"O603308";"C00445";"P0008";5;21.59;"2025-07-06";"Delivered";"Credit Card";"South";0.15;107.95;91.7575;16.1925
"O603365";"C00274";"P0005";3;41.27;"2025-07-06";"Delayed";"Bank Transfer";"Central";0.15;123.81;105.2385;18.5715
"O603813";"C00111";"P0001";2;29.74;"2025-07-06";"Cancelled";"Credit Card";"West";0.2;59.48;47.584;11.896
"O604296";"C00029";"P0027";1;48.86;"2025-07-06";"Delayed";"Bank Transfer";"South";0.15;48.86;41.531;7.329
"O604662";"C00060";"P0003";2;29.59;"2025-07-06";"Delayed";"Credit Card";"West";0.15;59.18;50.303;8.877
"O605402";"C00133";"P0028";2;25.5;"2025-07-06";"Delivered";"PayPal";"South";0.0;51.0;51.0;0.0
"O605680";"C00066";"P0020";2;10.14;"2025-07-06";"Delayed";"Bank Transfer";"West";0.0;20.28;20.28;0.0
"O605779";"C00436";"P0006";1;24.81;"2025-07-06";"Cancelled";"Bank Transfer";"West";0.2;24.81;19.848;4.962
"O605838";"C00323";"P0027";2;12.78;"2025-07-06";"Delivered";"Credit Card";"Central";0.15;25.56;21.726;3.834
"O606964";"C00497";"P0026";1;33.69;"2025-07-06";"Delivered";"Bank Transfer";"Central";0.1;33.69;30.321;3.369
"O606970";"C00398";"P0013";4;39.83;"2025-07-06";"Delayed";"PayPal";"Central";0.1;159.32;143.388;15.932
"O607286";"C00118";"P0004";1;32.45;"2025-07-06";"Delayed";"Credit Card";"North";0.15;32.45;27.5825;4.8675
"O608293";"C00041";"P0004";3;44.24;"2025-07-06";"Delayed";"PayPal";"South";0.05;132.72;126.084;6.636
"O608359";"C00459";"P0017";2;36.57;"2025-07-06";"Cancelled";"Bank Transfer";"Central";0.2;73.14;58.512;14.628
"O608428";"C00152";"P0003";1;13.8;"2025-07-06";"Delayed";"PayPal";"Central";0.2;13.8;11.04;2.76
"O608985";"C00179";"P0010";1;12.37;"2025-07-06";"Cancelled";"PayPal";"North";0.1;12.37;11.133;1.237
"O608997";"C00296";"P0023";2;9.64;"2025-07-06";"Delivered";"PayPal";"North";0.2;19.28;15.424;3.856
