Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Delivery Date Missing
1459013,2,2018-12-29,2019-01-05,1647827,61,1572,4,Usd,True
1459013,3,2018-12-29,2019-01-05,1647827,61,1592,1,Usd,True
1459015,1,2018-12-29,2019-01-05,1792421,51,500,7,Usd,True
1459017,1,2018-12-29,2019-01-04,155350,0,350,1,Aud,False
1459017,2,2018-12-29,2019-01-04,155350,0,1630,6,Aud,False
1459018,1,2018-12-29,2019-01-05,320652,9,1356,4,Cad,True
1459019,1,2018-12-29,2019-01-05,1446919,53,1684,3,Usd,True
1459019,2,2018-12-29,2019-01-05,1446919,53,1790,7,Usd,True
1459019,3,2018-12-29,2019-01-05,1446919,53,381,2,Usd,True
1459019,4,2018-12-29,2019-01-05,1446919,53,57,7,Usd,True
1459019,5,2018-12-29,2019-01-05,1446919,53,1610,6,Usd,True
1459019,6,2018-12-29,2019-01-05,1446919,53,452,7,Usd,True
1459019,7,2018-12-29,2019-01-05,1446919,53,85,4,Usd,True
1459020,1,2018-12-29,2019-01-05,1674200,50,1650,2,Usd,True
1459020,2,2018-12-29,2019-01-05,1674200,50,1767,3,Usd,True
1459021,1,2018-12-29,2019-01-05,1133419,36,105,5,Gbp,True
1459021,2,2018-12-29,2019-01-05,1133419,36,1644,4,Gbp,True
1459021,3,2018-12-29,2019-01-05,1133419,36,1738,8,Gbp,True
1459021,4,2018-12-29,2019-01-05,1133419,36,1592,2,Gbp,True
1459023,1,2018-12-29,2019-01-05,1027720,37,2106,3,Gbp,True
1459024,1,2018-12-29,2019-01-05,878978,31,383,3,Eur,True
1459025,1,2018-12-29,2019-01-05,1220428,50,1443,3,Usd,True
1459025,2,2018-12-29,2019-01-05,1220428,50,1681,8,Usd,True
1459025,3,2018-12-29,2019-01-05,1220428,50,444,1,Usd,True
1459026,1,2018-12-29,2019-01-05,1807561,47,1321,2,Usd,True
1459026,2,2018-12-29,2019-01-05,1807561,47,1161,6,Usd,True
1459026,3,2018-12-29,2019-01-05,1807561,47,2451,6,Usd,True
1459026,4,2018-12-29,2019-01-05,1807561,47,53,9,Usd,True
1459027,1,2018-12-29,2019-01-05,364852,8,1598,4,Cad,True
1459027,2,2018-12-29,2019-01-05,364852,8,1641,7,Cad,True
1459027,3,2018-12-29,2019-01-05,364852,8,1696,4,Cad,True
1459027,4,2018-12-29,2019-01-05,364852,8,371,1,Cad,True
1459027,5,2018-12-29,2019-01-05,364852,8,60,6,Cad,True
1459027,6,2018-12-29,2019-01-05,364852,8,452,3,Cad,True
1459028,1,2018-12-29,2019-01-05,86475,1,1346,2,Aud,True
1459028,2,2018-12-29,2019-01-05,86475,1,1247,3,Aud,True
1459028,3,2018-12-29,2019-01-05,86475,1,1632,1,Aud,True
1459029,1,2018-12-29,2019-01-01,1870226,0,429,1,Usd,False
1459030,1,2018-12-29,2019-01-05,1696726,54,763,4,Usd,True
1459030,2,2018-12-29,2019-01-05,1696726,54,447,2,Usd,True
1459030,3,2018-12-29,2019-01-05,1696726,54,1583,2,Usd,True
1459030,4,2018-12-29,2019-01-05,1696726,54,65,3,Usd,True
1459030,5,2018-12-29,2019-01-05,1696726,54,1648,1,Usd,True
1459031,1,2018-12-29,2019-01-05,1892205,44,614,3,Usd,True
1459031,2,2018-12-29,2019-01-05,1892205,44,346,2,Usd,True
1459031,3,2018-12-29,2019-01-05,1892205,44,456,3,Usd,True
1459031,4,2018-12-29,2019-01-05,1892205,44,2121,7,Usd,True
1459032,1,2018-12-29,2019-01-05,1235559,66,50,6,Usd,True
1459033,1,2018-12-29,2019-01-05,906832,39,2510,1,Gbp,True
1459033,2,2018-12-29,2019-01-05,906832,39,78,1,Gbp,True
1459034,1,2018-12-29,2019-01-02,1184236,0,1809,1,Gbp,False
1459034,2,2018-12-29,2019-01-02,1184236,0,1567,6,Gbp,False
1459034,3,2018-12-29,2019-01-02,1184236,0,429,4,Gbp,False
1459034,4,2018-12-29,2019-01-02,1184236,0,49,3,Gbp,False
1459035,1,2018-12-29,2019-01-05,90037,4,1350,2,Aud,True
1459035,2,2018-12-29,2019-01-05,90037,4,99,7,Aud,True
1459036,1,2018-12-29,2019-01-05,1702221,51,1638,1,Usd,True
1459037,1,2018-12-29,2019-01-05,1554303,65,1315,2,Usd,True
1459037,2,2018-12-29,2019-01-05,1554303,65,428,1,Usd,True
1459037,3,2018-12-29,2019-01-05,1554303,65,1473,3,Usd,True
1459038,1,2018-12-29,2019-01-05,279486,8,79,2,Cad,True
1459038,2,2018-12-29,2019-01-05,279486,8,1467,1,Cad,True
1459039,1,2018-12-29,2019-01-05,1050006,36,337,2,Gbp,True
1459041,1,2018-12-29,2019-01-05,845362,32,1620,3,Eur,True
1459041,2,2018-12-29,2019-01-05,845362,32,1507,1,Eur,True
1459042,1,2018-12-29,2019-01-02,2092033,0,1590,1,Usd,False
1459043,1,2018-12-29,2019-01-02,2051642,0,1687,1,Usd,False
1459043,2,2018-12-29,2019-01-02,2051642,0,1334,1,Usd,False
1459044,1,2018-12-29,2019-01-05,879917,31,2000,1,Eur,True
1459045,1,2018-12-29,2019-01-05,780806,29,1554,8,Eur,True
1459046,1,2018-12-29,2018-12-31,12392,0,436,3,Aud,False
1459046,2,2018-12-29,2018-12-31,12392,0,1663,1,Aud,False
1459046,3,2018-12-29,2018-12-31,12392,0,1469,3,Aud,False
1459046,4,2018-12-29,2018-12-31,12392,0,1209,7,Aud,False
1459046,5,2018-12-29,2018-12-31,12392,0,1590,2,Aud,False
1459046,6,2018-12-29,2018-12-31,12392,0,180,1,Aud,False
1459048,1,2018-12-29,2019-01-01,1253996,0,2102,2,Usd,False
1459049,1,2018-12-29,2019-01-05,1946530,66,1377,1,Usd,True
1459049,2,2018-12-29,2019-01-05,1946530,66,1636,3,Usd,True
1459049,3,2018-12-29,2019-01-05,1946530,66,1738,2,Usd,True
1459049,4,2018-12-29,2019-01-05,1946530,66,626,1,Usd,True
1459050,1,2018-12-29,2019-01-05,1644301,45,46,1,Usd,True
1459050,2,2018-12-29,2019-01-05,1644301,45,1350,2,Usd,True
1459051,1,2018-12-29,2019-01-05,1608686,57,1217,4,Usd,True
1459051,2,2018-12-29,2019-01-05,1608686,57,1539,1,Usd,True
1459052,1,2018-12-29,2019-01-01,2064437,0,1633,1,Usd,False
1459052,2,2018-12-29,2019-01-01,2064437,0,1650,1,Usd,False
1459052,3,2018-12-29,2019-01-01,2064437,0,56,4,Usd,False
1459053,1,2018-12-29,2019-01-05,468124,19,417,5,Eur,True
1459054,1,2018-12-29,2019-01-05,1366124,56,1575,4,Usd,True
1459054,2,2018-12-29,2019-01-05,1366124,56,419,2,Usd,True
1459055,1,2018-12-29,2019-01-05,1772778,54,1710,1,Usd,True
1459055,2,2018-12-29,2019-01-05,1772778,54,424,2,Usd,True
1459056,1,2018-12-29,2019-01-04,1465462,0,626,1,Usd,False
1459056,2,2018-12-29,2019-01-04,1465462,0,1532,5,Usd,False
1459057,1,2018-12-29,2019-01-05,248555,10,483,1,Cad,True
1459057,2,2018-12-29,2019-01-05,248555,10,456,1,Cad,True
1459058,1,2018-12-29,2019-01-05,1633498,49,1670,7,Usd,True
1459058,2,2018-12-29,2019-01-05,1633498,49,57,8,Usd,True
1459058,3,2018-12-29,2019-01-05,1633498,49,1609,7,Usd,True
1459058,4,2018-12-29,2019-01-05,1633498,49,1714,1,Usd,True
1459058,5,2018-12-29,2019-01-05,1633498,49,1615,7,Usd,True
1459059,1,2018-12-29,2019-01-05,33444,5,1156,3,Aud,True
1459059,2,2018-12-29,2019-01-05,33444,5,671,1,Aud,True
1459060,1,2018-12-29,2019-01-05,497370,20,738,8,Eur,True
1459060,2,2018-12-29,2019-01-05,497370,20,1347,3,Eur,True
1459061,1,2018-12-29,2019-01-05,1595386,47,2278,2,Usd,True
1459062,1,2018-12-29,2019-01-05,1154631,42,1492,1,Gbp,True
1459062,2,2018-12-29,2019-01-05,1154631,42,1812,2,Gbp,True
1459062,3,2018-12-29,2019-01-05,1154631,42,2273,5,Gbp,True
1459062,4,2018-12-29,2019-01-05,1154631,42,1268,1,Gbp,True
1459063,1,2018-12-29,2019-01-05,872536,34,2449,3,Eur,True
1459063,2,2018-12-29,2019-01-05,872536,34,791,2,Eur,True
1459064,1,2018-12-29,2019-01-05,515050,22,1574,1,Eur,True
1459064,2,2018-12-29,2019-01-05,515050,22,432,5,Eur,True
1459064,3,2018-12-29,2019-01-05,515050,22,1086,6,Eur,True
1459064,4,2018-12-29,2019-01-05,515050,22,2236,5,Eur,True
1459065,1,2018-12-29,2019-01-01,1989635,0,1596,7,Usd,False
1459066,1,2018-12-29,2019-01-06,694742,0,81,1,Eur,False
1459066,2,2018-12-29,2019-01-06,694742,0,1668,5,Eur,False
1459066,3,2018-12-29,2019-01-06,694742,0,2131,1,Eur,False
1459066,4,2018-12-29,2019-01-06,694742,0,1608,5,Eur,False
1459067,1,2018-12-29,2019-01-05,1717991,51,2023,6,Usd,True
1459067,2,2018-12-29,2019-01-05,1717991,51,1595,1,Usd,True
1459067,3,2018-12-29,2019-01-05,1717991,51,1643,2,Usd,True
1459068,1,2018-12-29,2019-01-05,824641,33,1625,2,Eur,True
1459068,2,2018-12-29,2019-01-05,824641,33,1670,2,Eur,True
1459069,1,2018-12-29,2019-01-05,1731452,43,1438,2,Usd,True
1459069,2,2018-12-29,2019-01-05,1731452,43,1412,4,Usd,True
1459069,3,2018-12-29,2019-01-05,1731452,43,433,1,Usd,True
1459070,1,2018-12-29,2019-01-05,1799821,59,1729,1,Usd,True
1459070,2,2018-12-29,2019-01-05,1799821,59,2514,1,Usd,True
1459070,3,2018-12-29,2019-01-05,1799821,59,59,3,Usd,True
1459071,1,2018-12-29,2019-01-05,918245,38,1584,6,Gbp,True
1459071,2,2018-12-29,2019-01-05,918245,38,555,1,Gbp,True
1459072,1,2018-12-29,2019-01-05,993480,39,2205,2,Gbp,True
1459073,1,2018-12-29,2019-01-05,1675809,59,131,4,Usd,True
1459073,2,2018-12-29,2019-01-05,1675809,59,2076,1,Usd,True
1459074,1,2018-12-29,2019-01-05,676036,17,460,4,Eur,True
1459074,2,2018-12-29,2019-01-05,676036,17,2495,3,Eur,True
1459074,3,2018-12-29,2019-01-05,676036,17,64,1,Eur,True
1459074,4,2018-12-29,2019-01-05,676036,17,1382,4,Eur,True
1459075,1,2018-12-29,2019-01-05,1400159,59,1699,3,Usd,True
1459075,2,2018-12-29,2019-01-05,1400159,59,451,1,Usd,True
1459076,1,2018-12-29,2019-01-05,77150,1,408,9,Aud,True
1459077,1,2018-12-29,2019-01-01,1853071,0,940,5,Usd,False
1459077,2,2018-12-29,2019-01-01,1853071,0,1658,1,Usd,False
1459079,1,2018-12-29,2019-01-05,2067182,54,449,6,Usd,True
1459080,1,2018-12-29,2019-01-05,1652611,43,1212,1,Usd,True
1459080,2,2018-12-29,2019-01-05,1652611,43,402,1,Usd,True
1459081,1,2018-12-29,2019-01-05,187544,4,2515,1,Aud,True
1459082,1,2018-12-29,2019-01-05,1724782,49,420,3,Usd,True
1459082,2,2018-12-29,2019-01-05,1724782,49,108,4,Usd,True
1459082,3,2018-12-29,2019-01-05,1724782,49,623,3,Usd,True
1459082,4,2018-12-29,2019-01-05,1724782,49,2100,2,Usd,True
1459082,5,2018-12-29,2019-01-05,1724782,49,109,3,Usd,True
1459082,6,2018-12-29,2019-01-05,1724782,49,2427,3,Usd,True
1459082,7,2018-12-29,2019-01-05,1724782,49,59,2,Usd,True
1459083,1,2018-12-29,2019-01-05,401301,22,59,1,Eur,True
1459083,2,2018-12-29,2019-01-05,401301,22,1079,2,Eur,True
1459083,3,2018-12-29,2019-01-05,401301,22,2496,5,Eur,True
1459083,4,2018-12-29,2019-01-05,401301,22,50,4,Eur,True
1459085,1,2018-12-29,2019-01-05,655976,16,2098,3,Eur,True
1459085,2,2018-12-29,2019-01-05,655976,16,2123,2,Eur,True
1459085,3,2018-12-29,2019-01-05,655976,16,1594,7,Eur,True
1459085,4,2018-12-29,2019-01-05,655976,16,1347,3,Eur,True
1459086,1,2018-12-29,2019-01-05,1428309,44,48,3,Usd,True
1459086,2,2018-12-29,2019-01-05,1428309,44,480,1,Usd,True
1459087,1,2018-12-29,2019-01-05,679405,12,89,2,Eur,True
1459088,1,2018-12-29,2018-12-30,133358,0,431,6,Aud,False
1459089,1,2018-12-29,2019-01-02,570046,0,1282,5,Eur,False
1459090,1,2018-12-29,2019-01-05,1198463,38,1617,2,Gbp,True
1459091,1,2018-12-29,2019-01-05,431254,27,448,2,Eur,True
1459091,2,2018-12-29,2019-01-05,431254,27,970,2,Eur,True
1459091,3,2018-12-29,2019-01-05,431254,27,450,7,Eur,True
1459092,1,2018-12-29,2019-01-05,439991,22,1261,3,Eur,True
1459092,2,2018-12-29,2019-01-05,439991,22,1418,1,Eur,True
1459092,3,2018-12-29,2019-01-05,439991,22,1950,1,Eur,True
1459092,4,2018-12-29,2019-01-05,439991,22,873,1,Eur,True
1459092,5,2018-12-29,2019-01-05,439991,22,1342,3,Eur,True
1459092,6,2018-12-29,2019-01-05,439991,22,1817,10,Eur,True
1459092,7,2018-12-29,2019-01-05,439991,22,2508,2,Eur,True
1459093,1,2018-12-29,2019-01-03,220755,0,1605,2,Cad,False
1459094,1,2018-12-29,2019-01-05,276895,9,1605,1,Cad,True
1459094,2,2018-12-29,2019-01-05,276895,9,2172,2,Cad,True
1459094,3,2018-12-29,2019-01-05,276895,9,428,2,Cad,True
1459096,1,2018-12-29,2019-01-05,1826459,59,48,1,Usd,True
1459096,2,2018-12-29,2019-01-05,1826459,59,47,6,Usd,True
1460000,1,2018-12-30,2019-01-06,493252,24,425,3,Eur,True
1460000,2,2018-12-30,2019-01-06,493252,24,979,2,Eur,True
1460000,3,2018-12-30,2019-01-06,493252,24,135,5,Eur,True
1460000,4,2018-12-30,2019-01-06,493252,24,1666,7,Eur,True
1460000,5,2018-12-30,2019-01-06,493252,24,50,4,Eur,True
1460000,6,2018-12-30,2019-01-06,493252,24,2491,2,Eur,True
1460000,7,2018-12-30,2019-01-06,493252,24,1645,4,Eur,True
1460001,1,2018-12-30,2019-01-06,624622,12,1580,1,Eur,True
1460002,1,2018-12-30,2019-01-06,1931347,55,2414,1,Usd,True
1460002,2,2018-12-30,2019-01-06,1931347,55,1647,1,Usd,True
1460002,3,2018-12-30,2019-01-06,1931347,55,1667,3,Usd,True
1460003,1,2018-12-30,2019-01-06,1865399,50,446,1,Usd,True
1460003,2,2018-12-30,2019-01-06,1865399,50,1675,7,Usd,True
1460003,3,2018-12-30,2019-01-06,1865399,50,2490,4,Usd,True
1460003,4,2018-12-30,2019-01-06,1865399,50,2511,6,Usd,True
1460004,1,2018-12-30,2019-01-02,2087852,0,1772,4,Usd,False
1460004,2,2018-12-30,2019-01-02,2087852,0,1508,1,Usd,False
1460004,3,2018-12-30,2019-01-02,2087852,0,2036,1,Usd,False
1460005,1,2018-12-30,2019-01-05,679886,0,708,1,Eur,False
1460005,2,2018-12-30,2019-01-05,679886,0,1625,2,Eur,False
1460005,3,2018-12-30,2019-01-05,679886,0,422,5,Eur,False
1460006,1,2018-12-30,2019-01-06,1264011,50,1502,3,Usd,True
1460006,2,2018-12-30,2019-01-06,1264011,50,1453,5,Usd,True
1460006,3,2018-12-30,2019-01-06,1264011,50,1502,3,Usd,True
1460007,1,2018-12-30,2019-01-06,1682942,54,1184,1,Usd,True
1460007,2,2018-12-30,2019-01-06,1682942,54,2099,7,Usd,True
1460007,3,2018-12-30,2019-01-06,1682942,54,285,2,Usd,True
1460007,4,2018-12-30,2019-01-06,1682942,54,425,4,Usd,True
1460007,5,2018-12-30,2019-01-06,1682942,54,1541,2,Usd,True
1460009,1,2018-12-30,2019-01-06,1241018,45,947,7,Usd,True
1460009,2,2018-12-30,2019-01-06,1241018,45,2104,1,Usd,True
1460009,3,2018-12-30,2019-01-06,1241018,45,2510,2,Usd,True
1460009,4,2018-12-30,2019-01-06,1241018,45,1075,2,Usd,True
1461000,1,2018-12-31,2019-01-02,434150,0,632,3,Eur,False
1461000,2,2018-12-31,2019-01-02,434150,0,138,1,Eur,False
1461000,3,2018-12-31,2019-01-02,434150,0,1324,6,Eur,False
1461000,4,2018-12-31,2019-01-02,434150,0,1284,6,Eur,False
1461000,5,2018-12-31,2019-01-02,434150,0,2097,4,Eur,False
1461001,1,2018-12-31,2019-01-03,1647940,0,1101,8,Usd,False
1461002,1,2018-12-31,2019-01-07,1485415,55,448,1,Usd,True
1461002,2,2018-12-31,2019-01-07,1485415,55,1680,3,Usd,True
1461002,3,2018-12-31,2019-01-07,1485415,55,1172,1,Usd,True
1461002,4,2018-12-31,2019-01-07,1485415,55,1682,3,Usd,True
1461002,5,2018-12-31,2019-01-07,1485415,55,1813,2,Usd,True
1461002,6,2018-12-31,2019-01-07,1485415,55,88,3,Usd,True
1461003,1,2018-12-31,2019-01-07,1692266,66,459,3,Usd,True
1461003,2,2018-12-31,2019-01-07,1692266,66,1789,2,Usd,True
1461004,1,2018-12-31,2019-01-07,877009,31,1778,2,Eur,True
1461004,2,2018-12-31,2019-01-07,877009,31,608,6,Eur,True
1461004,3,2018-12-31,2019-01-07,877009,31,445,6,Eur,True
1461006,1,2018-12-31,2019-01-07,1727049,53,865,3,Usd,True
1461006,2,2018-12-31,2019-01-07,1727049,53,1538,1,Usd,True
1461007,1,2018-12-31,2019-01-07,100092,5,1653,2,Aud,True
1461007,2,2018-12-31,2019-01-07,100092,5,1628,1,Aud,True
1461007,3,2018-12-31,2019-01-07,100092,5,1543,3,Aud,True
1461007,4,2018-12-31,2019-01-07,100092,5,2508,2,Aud,True
1461008,1,2018-12-31,2019-01-07,979053,40,1449,5,Gbp,True
1461009,1,2018-12-31,2019-01-07,701698,30,1658,2,Eur,True
1461009,2,2018-12-31,2019-01-07,701698,30,1978,3,Eur,True
1461009,3,2018-12-31,2019-01-07,701698,30,340,4,Eur,True
1461010,1,2018-12-31,2019-01-07,1108421,36,157,5,Gbp,True
1461011,1,2018-12-31,2019-01-07,816932,31,151,2,Eur,True
1461013,1,2018-12-31,2019-01-03,204030,0,41,4,Cad,False
1461014,1,2018-12-31,2019-01-07,1951129,48,383,1,Usd,True
1461014,2,2018-12-31,2019-01-07,1951129,48,1106,3,Usd,True
1461015,1,2018-12-31,2019-01-07,1745222,65,1634,10,Usd,True
1461015,2,2018-12-31,2019-01-07,1745222,65,102,2,Usd,True
1461016,1,2018-12-31,2019-01-07,1432652,63,94,4,Usd,True
1461016,2,2018-12-31,2019-01-07,1432652,63,1631,6,Usd,True
1461016,3,2018-12-31,2019-01-07,1432652,63,1493,1,Usd,True
1461017,1,2018-12-31,2019-01-07,527586,27,1669,1,Eur,True
1461017,2,2018-12-31,2019-01-07,527586,27,2100,2,Eur,True
1461017,3,2018-12-31,2019-01-07,527586,27,1722,2,Eur,True
1461018,1,2018-12-31,2019-01-07,545287,20,300,5,Eur,True
1461018,2,2018-12-31,2019-01-07,545287,20,444,6,Eur,True
1461018,3,2018-12-31,2019-01-07,545287,20,2492,1,Eur,True
1461018,4,2018-12-31,2019-01-07,545287,20,375,1,Eur,True
1461018,5,2018-12-31,2019-01-07,545287,20,513,1,Eur,True
1461018,6,2018-12-31,2019-01-07,545287,20,54,1,Eur,True
1461021,1,2018-12-31,2019-01-03,1392468,0,1626,2,Usd,False
1461022,1,2018-12-31,2019-01-07,453380,22,1428,7,Eur,True
1461022,2,2018-12-31,2019-01-07,453380,22,402,5,Eur,True
1461023,1,2018-12-31,2019-01-07,405365,22,1653,1,Eur,True
1461023,2,2018-12-31,2019-01-07,405365,22,483,1,Eur,True
1461023,3,2018-12-31,2019-01-07,405365,22,859,1,Eur,True
1461024,1,2018-12-31,2019-01-07,882848,33,1630,1,Eur,True
1461024,2,2018-12-31,2019-01-07,882848,33,504,1,Eur,True
1461024,3,2018-12-31,2019-01-07,882848,33,97,3,Eur,True
1461024,4,2018-12-31,2019-01-07,882848,33,1619,4,Eur,True
1461025,1,2018-12-31,2019-01-07,1480276,57,186,9,Usd,True
1461026,1,2018-12-31,2019-01-07,1645441,65,166,2,Usd,True
1461028,1,2018-12-31,2019-01-07,828800,32,1663,2,Eur,True
1461028,2,2018-12-31,2019-01-07,828800,32,1745,3,Eur,True
1461028,3,2018-12-31,2019-01-07,828800,32,1743,1,Eur,True
1461029,1,2018-12-31,2019-01-07,1633997,50,23,1,Usd,True
1461030,1,2018-12-31,2019-01-07,1194540,36,1138,2,Gbp,True
1461031,1,2018-12-31,2019-01-07,1156456,39,1437,7,Gbp,True
1461031,2,2018-12-31,2019-01-07,1156456,39,1519,2,Gbp,True
1461032,1,2018-12-31,2019-01-07,996031,37,143,1,Gbp,True
1461033,1,2018-12-31,2019-01-07,853262,33,1613,1,Eur,True
1461034,1,2018-12-31,2019-01-07,1467046,45,443,3,Usd,True
1461035,1,2018-12-31,2019-01-07,342652,10,2087,4,Cad,True
1461036,1,2018-12-31,2019-01-06,1453451,0,2213,3,Usd,False
1461038,1,2018-12-31,2019-01-07,367131,10,1435,4,Cad,True
1461039,1,2018-12-31,2019-01-07,1413890,59,1032,2,Usd,True
1461040,1,2018-12-31,2019-01-07,1206011,47,1435,1,Usd,True
1461040,2,2018-12-31,2019-01-07,1206011,47,2392,4,Usd,True
1461040,3,2018-12-31,2019-01-07,1206011,47,1651,3,Usd,True
1462001,1,2019-01-01,2019-01-08,777391,29,358,5,Eur,True
1462002,1,2019-01-01,2019-01-08,1861363,44,231,1,Usd,True
1462002,2,2019-01-01,2019-01-08,1861363,44,56,3,Usd,True
1462003,1,2019-01-01,2019-01-06,1324262,0,1579,7,Usd,False
1462003,2,2019-01-01,2019-01-06,1324262,0,2509,4,Usd,False
1462004,1,2019-01-01,2019-01-02,816932,0,1583,1,Eur,False
1462004,2,2019-01-01,2019-01-02,816932,0,1799,4,Eur,False
1462004,3,2019-01-01,2019-01-02,816932,0,2369,1,Eur,False
1462004,4,2019-01-01,2019-01-02,816932,0,55,5,Eur,False
1462004,5,2019-01-01,2019-01-02,816932,0,1107,2,Eur,False
1462005,1,2019-01-01,2019-01-07,1796733,0,1959,1,Usd,False
1462005,2,2019-01-01,2019-01-07,1796733,0,418,4,Usd,False
1462006,1,2019-01-01,2019-01-08,1981433,45,2129,1,Usd,True
1462007,1,2019-01-01,2019-01-08,190944,5,459,7,Aud,True
1462007,2,2019-01-01,2019-01-08,190944,5,2494,4,Aud,True
1462007,3,2019-01-01,2019-01-08,190944,5,78,3,Aud,True
1462008,1,2019-01-01,2019-01-08,1592335,64,434,1,Usd,True
1462011,1,2019-01-01,2019-01-05,1535347,0,1713,1,Usd,False
1462011,2,2019-01-01,2019-01-05,1535347,0,1517,5,Usd,False
1462013,1,2019-01-01,2019-01-05,267691,0,107,5,Cad,False
1462014,1,2019-01-01,2019-01-08,756504,29,158,2,Eur,True
1462015,1,2019-01-01,2019-01-08,524021,22,2499,3,Eur,True
1462016,1,2019-01-01,2019-01-08,1981968,50,1671,2,Usd,True
1462017,1,2019-01-01,2019-01-08,536368,24,58,1,Eur,True
1462017,2,2019-01-01,2019-01-08,536368,24,1897,1,Eur,True
1462017,3,2019-01-01,2019-01-08,536368,24,46,6,Eur,True
1462017,4,2019-01-01,2019-01-08,536368,24,1511,2,Eur,True
1462018,1,2019-01-01,2019-01-08,1810547,59,397,3,Usd,True
1462019,1,2019-01-01,2019-01-07,4174,0,434,7,Aud,False
1462019,2,2019-01-01,2019-01-07,4174,0,1772,2,Aud,False
1462019,3,2019-01-01,2019-01-07,4174,0,82,1,Aud,False
1462020,1,2019-01-01,2019-01-08,973370,37,422,1,Gbp,True
1462020,2,2019-01-01,2019-01-08,973370,37,757,7,Gbp,True
1462021,1,2019-01-01,2019-01-08,1460974,57,1504,1,Usd,True
1462021,2,2019-01-01,2019-01-08,1460974,57,1157,3,Usd,True
1462021,3,2019-01-01,2019-01-08,1460974,57,1070,1,Usd,True
1462021,4,2019-01-01,2019-01-08,1460974,57,1701,1,Usd,True
1462022,1,2019-01-01,2019-01-08,302645,9,1074,2,Cad,True
1462022,2,2019-01-01,2019-01-08,302645,9,856,2,Cad,True
1462024,1,2019-01-01,2019-01-08,1297782,59,1027,1,Usd,True
1462025,1,2019-01-01,2019-01-08,1327821,62,433,4,Usd,True
1462026,1,2019-01-01,2019-01-08,1316702,62,1647,1,Usd,True
1462026,2,2019-01-01,2019-01-08,1316702,62,172,1,Usd,True
1462026,3,2019-01-01,2019-01-08,1316702,62,2102,1,Usd,True
1462027,1,2019-01-01,2019-01-05,1414205,0,11,2,Usd,False
1462028,1,2019-01-01,2019-01-08,1498031,64,1719,2,Usd,True
1462029,1,2019-01-01,2019-01-04,526851,0,1683,6,Eur,False
1462029,2,2019-01-01,2019-01-04,526851,0,1750,7,Eur,False
1462029,3,2019-01-01,2019-01-04,526851,0,1597,1,Eur,False
1462029,4,2019-01-01,2019-01-04,526851,0,628,3,Eur,False
1462031,1,2019-01-01,2019-01-08,784331,29,606,1,Eur,True
1462032,1,2019-01-01,2019-01-08,322558,10,1332,1,Cad,True
1462032,2,2019-01-01,2019-01-08,322558,10,1704,7,Cad,True
1462032,3,2019-01-01,2019-01-08,322558,10,93,1,Cad,True
1462032,4,2019-01-01,2019-01-08,322558,10,1428,2,Cad,True
1462032,5,2019-01-01,2019-01-08,322558,10,435,1,Cad,True
1462032,6,2019-01-01,2019-01-08,322558,10,1704,1,Cad,True
1462032,7,2019-01-01,2019-01-08,322558,10,458,1,Cad,True
1462033,1,2019-01-01,2019-01-05,1633913,0,1399,3,Usd,False
1462034,1,2019-01-01,2019-01-08,1495716,54,1242,2,Usd,True
1462034,2,2019-01-01,2019-01-08,1495716,54,101,1,Usd,True
1462034,3,2019-01-01,2019-01-08,1495716,54,1644,2,Usd,True
1462036,1,2019-01-01,2019-01-08,1531046,47,1645,9,Usd,True
1462036,2,2019-01-01,2019-01-08,1531046,47,86,2,Usd,True
1462036,3,2019-01-01,2019-01-08,1531046,47,189,3,Usd,True
1462037,1,2019-01-01,2019-01-08,1186120,40,1424,5,Gbp,True
1462037,2,2019-01-01,2019-01-08,1186120,40,1548,2,Gbp,True
1462037,3,2019-01-01,2019-01-08,1186120,40,1065,1,Gbp,True
1462038,1,2019-01-01,2019-01-08,1410548,59,2509,2,Usd,True
1462038,2,2019-01-01,2019-01-08,1410548,59,1560,7,Usd,True
1462038,3,2019-01-01,2019-01-08,1410548,59,654,1,Usd,True
1462038,4,2019-01-01,2019-01-08,1410548,59,147,3,Usd,True
1462041,1,2019-01-01,2019-01-08,921229,37,1191,7,Gbp,True
1462042,1,2019-01-01,2019-01-08,938615,37,1578,1,Gbp,True
1462042,2,2019-01-01,2019-01-08,938615,37,428,2,Gbp,True
1462043,1,2019-01-01,2019-01-08,802757,31,177,2,Eur,True
1462043,2,2019-01-01,2019-01-08,802757,31,1638,1,Eur,True
1462043,3,2019-01-01,2019-01-08,802757,31,1661,5,Eur,True
1462043,4,2019-01-01,2019-01-08,802757,31,1448,7,Eur,True
1462043,5,2019-01-01,2019-01-08,802757,31,1310,7,Eur,True
1462044,1,2019-01-01,2019-01-08,1022320,42,677,6,Gbp,True
1462045,1,2019-01-01,2019-01-08,1951406,49,1267,8,Usd,True
1462046,1,2019-01-01,2019-01-08,341191,10,1755,2,Cad,True
1462046,2,2019-01-01,2019-01-08,341191,10,1609,3,Cad,True
1462047,1,2019-01-01,2019-01-08,1720405,48,440,4,Usd,True
1462048,1,2019-01-01,2019-01-08,1499604,57,416,1,Usd,True
1462048,2,2019-01-01,2019-01-08,1499604,57,1458,7,Usd,True
1462048,3,2019-01-01,2019-01-08,1499604,57,470,4,Usd,True
