order_id,product_id,customer_id,total_quantity,discount_rate,Cost,Gross_sales,Net_sales,Actual_Profit,Potential_profit,Discount_value,sale_per_unit,cost_per_unit,profit_per_unit
CA-2014-115889,OFF-ST-10003208,SH-20395,2,0.0000,257.67,362.92,362.92,105.25,105.25,0.00,181.46,128.84,52.62
CA-2014-115889,TEC-PH-10001615,SH-20395,2,0.2000,41.16,57.98,46.38,5.22,16.81,11.60,23.19,20.58,2.61
CA-2014-115973,OFF-AR-10004757,NG-18430,1,0.2000,2.19,3.28,2.62,0.43,1.08,0.66,2.62,2.19,0.43
CA-2014-115980,OFF-FA-10000304,VW-21775,3,0.0000,3.86,6.54,6.54,2.68,2.68,0.00,2.18,1.29,0.89
CA-2014-115980,TEC-AC-10003709,VW-21775,3,0.0000,1.66,2.97,2.97,1.31,1.31,0.00,0.99,0.55,0.44
CA-2014-116190,FUR-CH-10000553,SG-20470,2,0.0000,49.55,67.88,67.88,18.33,18.33,0.00,33.94,24.78,9.16
CA-2014-116190,FUR-FU-10000719,SG-20470,3,0.0000,16.45,25.71,25.71,9.26,9.26,0.00,8.57,5.48,3.09
CA-2014-116190,OFF-LA-10002762,SG-20470,13,0.0000,86.33,162.89,162.89,76.56,76.56,0.00,12.53,6.64,5.89
CA-2014-116239,OFF-ST-10001370,CL-12565,5,0.0000,337.16,354.90,354.90,17.75,17.75,0.00,70.98,67.43,3.55
CA-2014-116246,FUR-CH-10002024,LW-17215,6,0.1000,3364.70,4205.88,3785.29,420.59,841.18,420.59,630.88,560.78,70.10
CA-2014-116407,OFF-AP-10002118,JF-15190,2,0.2000,303.92,416.33,333.06,29.14,112.41,83.27,166.53,151.96,14.57
CA-2014-116407,OFF-AR-10001315,JF-15190,3,0.2000,3.74,5.28,4.22,0.48,1.53,1.06,1.41,1.25,0.16
CA-2014-116407,OFF-PA-10002137,JF-15190,4,0.2000,17.12,31.13,24.90,7.78,14.01,6.23,6.23,4.28,1.95
CA-2014-116568,FUR-CH-10002439,BM-11785,4,0.2000,172.33,232.88,186.30,13.97,60.55,46.58,46.58,43.08,3.49
CA-2014-116666,TEC-CO-10001449,KT-16480,5,0.4000,1559.97,2999.95,1799.97,240.00,1439.98,1199.98,359.99,311.99,48.00
CA-2014-116673,FUR-FU-10003829,JO-15280,2,0.0000,4.19,6.16,6.16,1.97,1.97,0.00,3.08,2.09,0.99
CA-2014-116757,OFF-FA-10002815,MS-17980,6,0.2000,14.12,26.64,21.31,7.19,12.52,5.33,3.55,2.35,1.20
CA-2014-116757,OFF-PA-10002005,MS-17980,5,0.2000,16.85,32.40,25.92,9.07,15.55,6.48,5.18,3.37,1.81
CA-2014-116785,OFF-AR-10003504,MH-17290,5,0.0000,15.19,21.40,21.40,6.21,6.21,0.00,4.28,3.04,1.24
CA-2014-116785,OFF-LA-10000305,MH-17290,2,0.0000,6.80,12.60,12.60,5.80,5.80,0.00,6.30,3.40,2.90
CA-2014-116834,FUR-FU-10001196,Dp-13240,11,0.0000,44.43,63.47,63.47,19.04,19.04,0.00,5.77,4.04,1.73
CA-2014-116834,TEC-AC-10002942,Dp-13240,5,0.0000,286.35,345.00,345.00,58.65,58.65,0.00,69.00,57.27,11.73
CA-2014-116904,OFF-BI-10000301,SC-20095,2,0.0000,6.47,12.94,12.94,6.47,6.47,0.00,6.47,3.24,3.24
CA-2014-116904,OFF-BI-10001120,SC-20095,5,0.0000,4819.47,9449.95,9449.95,4630.48,4630.48,0.00,1889.99,963.89,926.10
CA-2014-116904,OFF-PA-10004888,SC-20095,5,0.0000,16.85,32.40,32.40,15.55,15.55,0.00,6.48,3.37,3.11
CA-2014-116904,OFF-ST-10000736,SC-20095,5,0.0000,388.70,404.90,404.90,16.20,16.20,0.00,80.98,77.74,3.24
CA-2014-116932,FUR-CH-10001215,ME-18010,2,0.2000,751.47,1001.96,801.57,50.10,250.49,200.39,400.79,375.74,25.05
CA-2014-116932,FUR-TA-10004175,ME-18010,1,0.2000,245.57,341.06,272.85,27.28,95.50,68.21,272.85,245.57,27.28
CA-2014-116932,OFF-AR-10002067,ME-18010,5,0.0000,73.41,99.20,99.20,25.79,25.79,0.00,19.84,14.68,5.16
CA-2014-117016,OFF-AR-10001374,SC-20095,3,0.2000,13.22,19.44,15.55,2.33,6.22,3.89,5.18,4.41,0.78
CA-2014-117317,OFF-PA-10004519,JF-15490,3,0.0000,6.85,13.44,13.44,6.59,6.59,0.00,4.48,2.28,2.20
CA-2014-117345,FUR-FU-10000629,BF-10975,4,0.2000,31.99,55.16,44.13,12.14,23.17,11.03,11.03,8.00,3.03
CA-2014-117345,OFF-AP-10001005,BF-10975,1,0.2000,52.70,78.65,62.92,10.22,25.95,15.73,62.92,52.70,10.22
CA-2014-117345,OFF-LA-10000240,BF-10975,3,0.2000,11.62,21.93,17.54,5.92,10.31,4.39,5.85,3.87,1.97
CA-2014-117345,OFF-PA-10002377,BF-10975,2,0.2000,48.94,97.88,78.30,29.36,48.94,19.58,39.15,24.47,14.68
CA-2014-117429,FUR-FU-10000222,MR-17545,5,0.2000,108.81,162.40,129.92,21.11,53.59,32.48,25.98,21.76,4.22
CA-2014-117464,FUR-CH-10000155,NP-18325,3,0.2000,645.95,897.15,717.72,71.77,251.20,179.43,239.24,215.32,23.92
CA-2014-117464,FUR-TA-10004767,NP-18325,3,0.2000,151.19,212.94,170.35,19.16,61.75,42.59,56.78,50.40,6.39
CA-2014-117464,OFF-AR-10003190,NP-18325,4,0.0000,8.29,11.52,11.52,3.23,3.23,0.00,2.88,2.07,0.81
CA-2014-117464,OFF-ST-10003058,NP-18325,10,0.0000,167.92,236.50,236.50,68.59,68.59,0.00,23.65,16.79,6.86
CA-2014-117478,OFF-BI-10000050,LH-16750,3,0.7000,11.61,21.90,6.57,-5.04,10.29,15.33,2.19,3.87,-1.68
CA-2014-117639,OFF-BI-10003925,MW-18235,7,0.0000,1439.44,2715.93,2715.93,1276.49,1276.49,0.00,387.99,205.63,182.36
CA-2014-117639,TEC-PH-10001530,MW-18235,3,0.0000,444.94,617.97,617.97,173.03,173.03,0.00,205.99,148.31,57.68
CA-2014-117709,OFF-BI-10001294,PM-18940,4,0.0000,25.74,46.80,46.80,21.06,21.06,0.00,11.70,6.44,5.27
CA-2014-117765,FUR-CH-10004698,RB-19465,2,0.0000,116.61,161.96,161.96,45.35,45.35,0.00,80.98,58.31,22.67
CA-2014-117765,FUR-TA-10001039,RB-19465,5,0.0000,318.13,429.90,429.90,111.77,111.77,0.00,85.98,63.63,22.35
CA-2014-117765,OFF-BI-10000474,RB-19465,2,0.0000,16.67,32.06,32.06,15.39,15.39,0.00,16.03,8.34,7.69
CA-2014-117765,OFF-ST-10003327,RB-19465,2,0.0000,14.10,19.86,19.86,5.76,5.76,0.00,9.93,7.05,2.88
CA-2014-118192,OFF-BI-10003476,MM-17920,2,0.7000,5.96,11.47,3.44,-2.52,5.51,8.03,1.72,2.98,-1.26
CA-2014-118192,OFF-PA-10002947,MM-17920,7,0.2000,24.32,46.76,37.41,13.09,22.45,9.35,5.34,3.47,1.87
CA-2014-118276,FUR-FU-10002111,MG-17890,3,0.6000,13.54,21.85,8.74,-4.80,8.31,13.11,2.91,4.51,-1.60
CA-2014-118304,TEC-PH-10000376,KH-16360,2,0.0000,14.79,19.98,19.98,5.19,5.19,0.00,9.99,7.39,2.60
CA-2014-118339,OFF-AP-10001154,BN-11515,2,0.0000,57.21,93.78,93.78,36.57,36.57,0.00,46.89,28.60,18.29
CA-2014-118339,OFF-AR-10003829,BN-11515,6,0.0000,13.97,19.68,19.68,5.71,5.71,0.00,3.28,2.33,0.95
CA-2014-118339,OFF-BI-10000136,BN-11515,6,0.0000,18.66,35.88,35.88,17.22,17.22,0.00,5.98,3.11,2.87
CA-2014-118339,OFF-BI-10001758,BN-11515,10,0.0000,28.30,53.40,53.40,25.10,25.10,0.00,5.34,2.83,2.51
CA-2014-118339,OFF-PA-10000466,BN-11515,7,0.0000,23.59,47.18,47.18,23.59,23.59,0.00,6.74,3.37,3.37
CA-2014-118962,FUR-CH-10003817,CS-12130,7,0.2000,318.88,425.18,340.14,21.26,106.29,85.04,48.59,45.55,3.04
CA-2014-118962,OFF-PA-10000659,CS-12130,3,0.0000,11.10,20.94,20.94,9.84,9.84,0.00,6.98,3.70,3.28
CA-2014-118962,OFF-PA-10001144,CS-12130,2,0.0000,57.70,110.96,110.96,53.26,53.26,0.00,55.48,28.85,26.63
CA-2014-118976,OFF-AR-10004752,MY-18295,2,0.0000,3.84,5.34,5.34,1.50,1.50,0.00,2.67,1.92,0.75
CA-2014-118976,OFF-BI-10001628,MY-18295,2,0.0000,11.47,20.86,20.86,9.39,9.39,0.00,10.43,5.74,4.69
CA-2014-118976,OFF-LA-10000452,MY-18295,1,0.0000,1.64,3.15,3.15,1.51,1.51,0.00,3.15,1.64,1.51
CA-2014-118976,OFF-ST-10000877,MY-18295,9,0.0000,368.23,497.61,497.61,129.38,129.38,0.00,55.29,40.91,14.38
CA-2014-119032,OFF-FA-10003021,MS-17770,2,0.0000,2.44,3.76,3.76,1.32,1.32,0.00,1.88,1.22,0.66
CA-2014-119144,FUR-BO-10004015,JD-16150,3,0.1500,280.77,359.96,305.97,25.20,79.19,53.99,101.99,93.59,8.40
CA-2014-119144,OFF-ST-10000991,JD-16150,3,0.0000,334.56,344.91,344.91,10.35,10.35,0.00,114.97,111.52,3.45
CA-2014-119144,TEC-PH-10004188,JD-16150,4,0.2000,97.96,99.96,79.97,-17.99,2.00,19.99,19.99,24.49,-4.50
CA-2014-119151,FUR-BO-10003159,MP-18175,3,0.2000,313.89,344.94,275.95,-37.94,31.04,68.99,91.98,104.63,-12.65
CA-2014-119151,OFF-ST-10003470,MP-18175,4,0.0000,1062.02,1117.92,1117.92,55.90,55.90,0.00,279.48,265.51,13.97
CA-2014-119172,OFF-BI-10002026,HD-14785,9,0.8000,277.14,522.90,104.58,-172.56,245.76,418.32,11.62,30.79,-19.17
CA-2014-119172,OFF-PA-10003036,HD-14785,3,0.2000,11.79,21.84,17.47,5.68,10.05,4.37,5.82,3.93,1.89
CA-2014-119375,FUR-FU-10002379,YC-21895,3,0.0000,109.48,124.41,124.41,14.93,14.93,0.00,41.47,36.49,4.98
CA-2014-119375,OFF-AR-10003752,YC-21895,5,0.0000,31.19,57.75,57.75,26.57,26.57,0.00,11.55,6.24,5.31
CA-2014-119375,OFF-ST-10002011,YC-21895,7,0.0000,2142.06,2934.33,2934.33,792.27,792.27,0.00,419.19,306.01,113.18
CA-2014-119466,FUR-FU-10001546,SP-20860,2,0.6000,16.02,21.35,8.54,-7.48,5.33,12.81,4.27,8.01,-3.74
CA-2014-119529,OFF-BI-10000546,DM-13345,2,0.0000,2.94,5.76,5.76,2.82,2.82,0.00,2.88,1.47,1.41
CA-2014-119977,OFF-PA-10003823,DN-13690,4,0.0000,68.16,123.92,123.92,55.76,55.76,0.00,30.98,17.04,13.94
CA-2014-120096,OFF-AP-10000692,KE-16420,2,0.2000,29.19,40.54,32.43,3.24,11.35,8.11,16.22,14.59,1.62
CA-2014-120096,OFF-PA-10001977,KE-16420,4,0.2000,115.40,221.93,177.54,62.14,106.52,44.39,44.39,28.85,15.53
CA-2014-120243,OFF-LA-10004425,AT-10435,4,0.0000,6.13,11.56,11.56,5.43,5.43,0.00,2.89,1.53,1.36
CA-2014-120278,OFF-AP-10001293,MS-17365,6,0.0000,177.03,245.88,245.88,68.85,68.85,0.00,40.98,29.51,11.47
CA-2014-120278,OFF-BI-10004970,MS-17365,3,0.0000,6.57,12.39,12.39,5.82,5.82,0.00,4.13,2.19,1.94
CA-2014-120278,OFF-ST-10002214,MS-17365,2,0.0000,16.71,22.58,22.58,5.87,5.87,0.00,11.29,8.35,2.94
CA-2014-120278,OFF-ST-10004258,MS-17365,3,0.0000,26.74,36.63,36.63,9.89,9.89,0.00,12.21,8.91,3.30
CA-2014-120411,FUR-BO-10004218,SB-20185,5,0.3000,563.92,704.90,493.43,-70.49,140.98,211.47,98.69,112.78,-14.10
CA-2014-120411,TEC-PH-10002185,SB-20185,2,0.2000,7.65,13.90,11.12,3.48,6.26,2.78,5.56,3.82,1.74
CA-2014-120432,OFF-SU-10004661,DW-13585,3,0.0000,18.87,25.50,25.50,6.63,6.63,0.00,8.50,6.29,2.21
CA-2014-120474,FUR-CH-10001854,RP-19390,8,0.0000,2133.96,2807.84,2807.84,673.88,673.88,0.00,350.98,266.74,84.24
CA-2014-120474,OFF-AR-10000475,RP-19390,4,0.0000,34.05,46.64,46.64,12.59,12.59,0.00,11.66,8.51,3.15
CA-2014-120544,FUR-FU-10001940,SS-20140,2,0.6000,8.92,15.93,6.37,-2.55,7.01,9.56,3.19,4.46,-1.27
CA-2014-120544,OFF-AP-10004336,SS-20140,3,0.8000,121.33,170.90,34.18,-87.15,49.57,136.72,11.39,40.44,-29.05
CA-2014-120544,TEC-AC-10003709,SS-20140,7,0.2000,3.88,6.93,5.54,1.66,3.05,1.39,0.79,0.55,0.24
CA-2014-120670,TEC-AC-10004171,JK-16120,10,0.2000,559.94,999.90,799.92,239.98,439.96,199.98,79.99,55.99,24.00
CA-2014-120768,FUR-CH-10000513,IM-15070,14,0.0000,1656.07,1819.86,1819.86,163.79,163.79,0.00,129.99,118.29,11.70
CA-2014-120768,OFF-BI-10001191,IM-15070,6,0.0000,77.91,152.76,152.76,74.85,74.85,0.00,25.46,12.98,12.48
CA-2014-120768,OFF-SU-10004115,IM-15070,1,0.0000,5.31,7.27,7.27,1.96,1.96,0.00,7.27,5.31,1.96
CA-2014-120775,FUR-FU-10000758,RD-19930,3,0.6000,50.85,79.45,31.78,-19.07,28.60,47.67,10.59,16.95,-6.36
CA-2014-120775,OFF-BI-10002609,RD-19930,3,0.8000,4.83,8.95,1.79,-3.04,4.12,7.16,0.60,1.61,-1.01
CA-2014-120775,OFF-FA-10000254,RD-19930,4,0.2000,18.84,18.84,15.07,-3.77,0.00,3.77,3.77,4.71,-0.94
CA-2014-120775,OFF-FA-10002676,RD-19930,3,0.2000,3.47,5.43,4.34,0.87,1.95,1.09,1.45,1.16,0.29
CA-2014-120775,OFF-LA-10002271,RD-19930,2,0.2000,3.21,6.16,4.93,1.72,2.96,1.23,2.47,1.60,0.86
CA-2014-120838,OFF-ST-10000585,PO-18865,2,0.0000,244.50,330.40,330.40,85.90,85.90,0.00,165.20,122.25,42.95
CA-2014-120838,TEC-PH-10003484,PO-18865,6,0.2000,566.95,755.94,604.75,37.80,188.98,151.19,100.79,94.49,6.30
CA-2014-120852,OFF-AP-10001563,WB-21850,2,0.8000,68.98,97.15,19.43,-49.55,28.17,77.72,9.72,34.49,-24.78
CA-2014-120852,TEC-AC-10004510,WB-21850,5,0.2000,73.62,81.80,65.44,-8.18,8.18,16.36,13.09,14.72,-1.64
CA-2014-120887,FUR-FU-10001588,TS-21205,3,0.0000,49.90,87.54,87.54,37.64,37.64,0.00,29.18,16.63,12.55
CA-2014-120950,OFF-PA-10000587,GA-14515,6,0.0000,22.71,43.68,43.68,20.97,20.97,0.00,7.28,3.79,3.49
CA-2014-121006,FUR-CH-10004997,SC-20020,3,0.0000,451.15,563.94,563.94,112.79,112.79,0.00,187.98,150.38,37.60
CA-2014-121006,OFF-AR-10001149,SC-20020,2,0.0000,2.38,3.90,3.90,1.52,1.52,0.00,1.95,1.19,0.76
CA-2014-121006,OFF-PA-10000130,SC-20020,3,0.0000,7.06,12.84,12.84,5.78,5.78,0.00,4.28,2.35,1.93
CA-2014-121006,OFF-PA-10002479,SC-20020,3,0.0000,8.71,15.84,15.84,7.13,7.13,0.00,5.28,2.90,2.38
CA-2014-121006,OFF-ST-10001490,SC-20020,3,0.0000,374.79,535.41,535.41,160.62,160.62,0.00,178.47,124.93,53.54
CA-2014-121006,OFF-ST-10004950,SC-20020,3,0.0000,50.98,62.94,62.94,11.96,11.96,0.00,20.98,16.99,3.99
CA-2014-121167,OFF-BI-10003676,MO-17500,2,0.2000,11.21,21.56,17.25,6.04,10.35,4.31,8.63,5.61,3.02
CA-2014-121286,OFF-AP-10004859,ON-18715,5,0.2000,53.14,72.80,58.24,5.10,19.66,14.56,11.65,10.63,1.02
CA-2014-121286,OFF-FA-10000585,ON-18715,3,0.2000,5.66,10.48,8.38,2.72,4.82,2.10,2.79,1.89,0.91
CA-2014-121573,OFF-BI-10000666,SG-20605,2,0.2000,30.56,61.13,48.90,18.34,30.56,12.23,24.45,15.28,9.17
CA-2014-121573,TEC-PH-10000984,SG-20605,4,0.0000,564.45,783.96,783.96,219.51,219.51,0.00,195.99,141.11,54.88
CA-2014-121629,TEC-MA-10004679,BT-11680,5,0.4000,1198.62,1664.75,998.85,-199.77,466.13,665.90,199.77,239.72,-39.95
CA-2014-121664,OFF-BI-10003684,HP-14815,8,0.2000,87.96,175.93,140.74,52.78,87.96,35.19,17.59,11.00,6.60
CA-2014-121727,OFF-AR-10004930,JK-15625,2,0.2000,8.98,13.40,10.72,1.74,4.42,2.68,5.36,4.49,0.87
CA-2014-121762,OFF-AP-10001293,ML-17395,2,0.0000,59.01,81.96,81.96,22.95,22.95,0.00,40.98,29.51,11.47
CA-2014-121762,OFF-SU-10000157,ML-17395,2,0.0000,233.85,238.62,238.62,4.77,4.77,0.00,119.31,116.92,2.39
CA-2014-121762,TEC-AC-10000736,ML-17395,3,0.0000,153.58,239.97,239.97,86.39,86.39,0.00,79.99,51.19,28.80
CA-2014-121769,FUR-TA-10004442,JS-15880,1,0.4000,266.77,286.85,172.11,-94.66,20.08,114.74,172.11,266.77,-94.66
CA-2014-122070,OFF-BI-10004970,AH-10030,3,0.2000,6.56,12.39,9.91,3.35,5.82,2.48,3.30,2.19,1.12
CA-2014-122070,OFF-EN-10004773,AH-10030,8,0.0000,126.40,247.84,247.84,121.44,121.44,0.00,30.98,15.80,15.18
CA-2014-122217,FUR-FU-10002045,HP-14815,5,0.0000,62.24,111.15,111.15,48.91,48.91,0.00,22.23,12.45,9.78
CA-2014-122336,OFF-AR-10000122,JD-15895,4,0.2000,16.74,22.33,17.86,1.12,5.58,4.47,4.47,4.19,0.28
CA-2014-122336,OFF-BI-10003656,JD-15895,10,0.7000,917.95,1699.90,509.97,-407.98,781.95,1189.93,51.00,91.79,-40.80
CA-2014-122336,OFF-FA-10002780,JD-15895,13,0.2000,20.92,38.74,30.99,10.07,17.82,7.75,2.38,1.61,0.77
CA-2014-122567,OFF-AP-10001303,MN-17935,2,0.8000,21.89,39.80,7.96,-13.93,17.91,31.84,3.98,10.95,-6.97
CA-2014-122567,OFF-BI-10002012,MN-17935,3,0.8000,2.81,5.40,1.08,-1.73,2.59,4.32,0.36,0.94,-0.58
CA-2014-122588,FUR-FU-10001095,AR-10540,2,0.0000,32.84,52.96,52.96,20.12,20.12,0.00,26.48,16.42,10.06
CA-2014-122609,FUR-FU-10004587,DP-13000,3,0.6000,32.04,62.83,25.13,-6.91,30.78,37.70,8.38,10.68,-2.30
CA-2014-122609,TEC-AC-10002567,DP-13000,2,0.2000,102.38,159.98,127.98,25.60,57.59,32.00,63.99,51.19,12.80
CA-2014-122679,OFF-AR-10004757,AB-10255,6,0.0000,13.19,19.68,19.68,6.49,6.49,0.00,3.28,2.20,1.08
CA-2014-122749,TEC-PH-10003811,NG-18430,4,0.0000,345.57,479.96,479.96,134.39,134.39,0.00,119.99,86.39,33.60
CA-2014-122882,FUR-FU-10000758,SB-20290,2,0.2000,33.90,52.96,42.37,8.47,19.07,10.59,21.19,16.95,4.24
CA-2014-122882,OFF-ST-10002344,SB-20290,1,0.2000,79.36,80.98,64.78,-14.58,1.62,16.20,64.78,79.36,-14.58
CA-2014-122882,TEC-MA-10004679,SB-20290,4,0.7000,958.90,1331.80,399.54,-559.36,372.90,932.26,99.89,239.72,-139.84
CA-2014-122882,TEC-PH-10003589,SB-20290,3,0.4000,28.06,53.97,32.38,4.32,25.90,21.59,10.79,9.35,1.44
CA-2014-122931,FUR-TA-10004147,SM-20950,1,0.4000,87.33,111.97,67.18,-20.15,24.63,44.79,67.18,87.33,-20.15
CA-2014-122931,FUR-TA-10004175,SM-20950,2,0.4000,491.12,682.12,409.27,-81.85,190.99,272.85,204.64,245.56,-40.93
CA-2014-122931,OFF-AR-10003469,SM-20950,3,0.2000,2.74,5.28,4.22,1.48,2.53,1.06,1.41,0.91,0.49
CA-2014-122931,OFF-LA-10002945,SM-20950,11,0.2000,37.42,69.30,55.44,18.02,31.88,13.86,5.04,3.40,1.64
CA-2014-122931,OFF-PA-10000533,SM-20950,4,0.2000,14.13,26.16,20.93,6.80,12.03,5.23,5.23,3.53,1.70
CA-2014-122931,OFF-ST-10004459,SM-20950,6,0.2000,2139.44,2252.04,1801.63,-337.81,112.60,450.41,300.27,356.57,-56.30
CA-2014-123064,OFF-AR-10004582,RA-19915,4,0.2000,3.61,6.56,5.25,1.64,2.95,1.31,1.31,0.90,0.41
CA-2014-123127,OFF-AP-10001962,SP-20620,2,0.0000,12.59,16.78,16.78,4.20,4.20,0.00,8.39,6.29,2.10
CA-2014-123225,OFF-PA-10000552,MN-17935,2,0.2000,6.74,12.96,10.37,3.63,6.22,2.59,5.19,3.37,1.81
CA-2014-123225,TEC-PH-10000895,MN-17935,4,0.2000,532.77,719.96,575.97,43.20,187.19,143.99,143.99,133.19,10.80
CA-2014-123253,OFF-AR-10002804,DE-13255,1,0.2000,2.88,4.89,3.91,1.03,2.00,0.98,3.91,2.88,1.03
CA-2014-123260,TEC-AC-10002323,FM-14290,8,0.0000,153.82,176.80,176.80,22.98,22.98,0.00,22.10,19.23,2.87
CA-2014-123295,FUR-CH-10002372,AH-10120,4,0.2000,285.05,323.93,259.14,-25.91,38.87,64.79,64.79,71.26,-6.48
CA-2014-123316,OFF-BI-10002764,SP-20545,3,0.2000,4.94,9.69,7.75,2.81,4.75,1.94,2.58,1.65,0.94
CA-2014-123323,OFF-BI-10003684,LH-16900,7,0.2000,76.96,153.93,123.14,46.18,76.96,30.79,17.59,10.99,6.60
CA-2014-123344,OFF-ST-10001713,JD-16060,4,0.0000,203.48,211.96,211.96,8.48,8.48,0.00,52.99,50.87,2.12
CA-2014-123400,OFF-BI-10000666,EB-13930,2,0.7000,30.56,61.13,18.34,-12.22,30.57,42.79,9.17,15.28,-6.11
CA-2014-123400,TEC-PH-10002890,EB-13930,5,0.2000,167.39,226.20,180.96,13.57,58.81,45.24,36.19,33.48,2.71
CA-2014-123477,OFF-AP-10000692,DW-13195,4,0.2000,58.37,81.08,64.86,6.49,22.70,16.22,16.22,14.59,1.62
CA-2014-123498,OFF-BI-10000632,TC-20980,3,0.8000,70.33,130.25,26.05,-44.28,59.92,104.20,8.68,23.44,-14.76
CA-2014-123498,OFF-EN-10004773,TC-20980,3,0.2000,47.40,92.94,74.35,26.95,45.54,18.59,24.78,15.80,8.98
CA-2014-123855,TEC-PH-10000215,MC-18100,5,0.2000,127.57,174.75,139.80,12.23,47.18,34.95,27.96,25.51,2.45
CA-2014-123925,OFF-AR-10002952,RF-19840,3,0.0000,28.84,40.05,40.05,11.21,11.21,0.00,13.35,9.61,3.74
CA-2014-124023,FUR-FU-10004415,PJ-19015,2,0.0000,6.18,8.96,8.96,2.78,2.78,0.00,4.48,3.09,1.39
CA-2014-124079,FUR-FU-10002553,RF-19345,3,0.2000,80.26,109.95,87.96,7.70,29.69,21.99,29.32,26.75,2.57
CA-2014-124079,OFF-BI-10002103,RF-19345,2,0.7000,9.38,17.37,5.21,-4.17,7.99,12.16,2.61,4.69,-2.09
CA-2014-124247,FUR-CH-10001854,SH-20635,5,0.2000,1333.72,1754.90,1403.92,70.20,421.18,350.98,280.78,266.74,14.04
CA-2014-124394,OFF-BI-10003676,TB-21520,5,0.8000,28.03,53.90,10.78,-17.25,25.87,43.12,2.16,5.61,-3.45
CA-2014-124394,TEC-AC-10001314,TB-21520,3,0.2000,137.98,149.98,119.98,-18.00,12.00,30.00,39.99,45.99,-6.00
CA-2014-124429,FUR-TA-10002607,MH-17785,10,0.2000,595.48,708.90,567.12,-28.36,113.42,141.78,56.71,59.55,-2.84
CA-2014-124429,OFF-ST-10001809,MH-17785,4,0.0000,352.13,359.32,359.32,7.19,7.19,0.00,89.83,88.03,1.80
CA-2014-124464,OFF-AP-10000576,SS-20515,1,0.0000,28.43,39.48,39.48,11.05,11.05,0.00,39.48,28.43,11.05
CA-2014-124478,FUR-FU-10002088,MA-17560,6,0.0000,31.25,53.88,53.88,22.63,22.63,0.00,8.98,5.21,3.77
CA-2014-124478,OFF-AP-10002495,MA-17560,3,0.1000,130.31,186.16,167.54,37.23,55.85,18.62,55.85,43.44,12.41
CA-2014-124478,OFF-EN-10002500,MA-17560,3,0.0000,21.09,38.34,38.34,17.25,17.25,0.00,12.78,7.03,5.75
CA-2014-124478,TEC-CO-10001571,MA-17560,1,0.0000,275.00,549.99,549.99,275.00,275.00,0.00,549.99,275.00,275.00
CA-2014-124478,TEC-PH-10001128,MA-17560,2,0.0000,215.99,299.98,299.98,83.99,83.99,0.00,149.99,107.99,42.00
CA-2014-124513,OFF-AR-10002956,SL-20155,3,0.0000,48.86,66.03,66.03,17.17,17.17,0.00,22.01,16.29,5.72
CA-2014-124618,TEC-CO-10004202,CS-11860,2,0.2000,389.98,599.98,479.98,90.00,209.99,120.00,239.99,194.99,45.00
CA-2014-124646,OFF-ST-10001097,DV-13465,3,0.0000,501.81,501.81,501.81,0.00,0.00,0.00,167.27,167.27,0.00
CA-2014-124646,OFF-ST-10001469,DV-13465,3,0.0000,152.22,161.94,161.94,9.72,9.72,0.00,53.98,50.74,3.24
CA-2014-124688,FUR-FU-10002456,CC-12610,4,0.0000,16.60,29.12,29.12,12.52,12.52,0.00,7.28,4.15,3.13
CA-2014-124688,FUR-TA-10003569,CC-12610,3,0.0000,902.21,1202.94,1202.94,300.74,300.74,0.00,400.98,300.74,100.25
CA-2014-124688,TEC-PH-10000455,CC-12610,5,0.0000,411.76,579.95,579.95,168.19,168.19,0.00,115.99,82.35,33.64
CA-2014-124702,FUR-FU-10003553,MH-17785,2,0.0000,82.52,137.54,137.54,55.02,55.02,0.00,68.77,41.26,27.51
CA-2014-124702,FUR-TA-10003008,MH-17785,4,0.0000,635.27,730.20,730.20,94.93,94.93,0.00,182.55,158.82,23.73
CA-2014-124709,TEC-AC-10002842,GW-14605,2,0.0000,199.92,238.00,238.00,38.08,38.08,0.00,119.00,99.96,19.04
CA-2014-124723,FUR-TA-10001307,GZ-14470,2,0.3000,447.30,698.90,489.23,41.93,251.60,209.67,244.62,223.65,20.97
CA-2014-124730,OFF-BI-10001031,LS-17245,4,0.2000,11.32,21.36,17.09,5.77,10.04,4.27,4.27,2.83,1.44
CA-2014-124730,OFF-BI-10001078,LS-17245,3,0.2000,8.23,16.14,12.91,4.68,7.91,3.23,4.30,2.74,1.56
CA-2014-124730,OFF-LA-10001158,LS-17245,9,0.0000,48.44,93.15,93.15,44.71,44.71,0.00,10.35,5.38,4.97
CA-2014-124730,OFF-LA-10001613,LS-17245,4,0.0000,5.88,11.52,11.52,5.64,5.64,0.00,2.88,1.47,1.41
CA-2014-124730,TEC-PH-10002170,LS-17245,4,0.0000,201.57,279.96,279.96,78.39,78.39,0.00,69.99,50.39,19.60
CA-2014-124737,FUR-FU-10003274,AP-10915,3,0.2000,2.95,5.28,4.22,1.27,2.32,1.06,1.41,0.98,0.42
CA-2014-124737,OFF-PA-10000019,AP-10915,6,0.2000,20.21,38.88,31.10,10.89,18.66,7.78,5.18,3.37,1.81
CA-2014-124737,OFF-PA-10001125,AP-10915,9,0.2000,153.36,278.83,223.06,69.71,125.47,55.77,24.78,17.04,7.75
